,State/UT,District,Households_Rural,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
443,Punjab,Kapurthala,496299.0,68489.262,10091.413,128045.142,287310.0,30646.4,3926.5699999999997,90119.56999999999
444,Punjab,Ludhiana,1185096.0,178159.432,28047.271999999997,345653.0,1925367.0,262491.701,31447.661,621893.5410000001
445,Punjab,Mansa,436809.0,67705.395,10483.416000000001,91584.287,152358.0,17318.026,2996.3740000000003,43168.1
446,Punjab,Moga,642885.0,96861.34,15857.830000000002,183007.93000000002,222432.0,25802.111999999997,4967.648,70214.368
447,Punjab,Muktsar,448521.0,78939.69600000001,15997.249,108093.561,223950.0,30083.949999999997,6793.15,67035.7
448,Punjab,Patiala,897837.0,143653.91999999998,21248.808999999997,231342.66700000002,654270.0,70224.98,9159.78,211329.21000000002
449,Punjab,Rupnagar,444486.0,52745.672000000006,8889.72,84304.178,181611.0,16708.212000000003,3026.8500000000004,55512.429000000004
450,Punjab,Sahibzada Ajit Singh Nagar,351879.0,50670.57600000001,8562.389,71196.851,522126.0,41247.954,6613.596,160814.80800000002
451,Punjab,Sangrur,876468.0,133515.29200000002,17821.516,229634.61599999998,470364.0,53935.07199999999,7369.036,144244.96
452,Punjab,Shahid Bhagat Singh Nagar,549504.0,73450.368,9891.072000000002,122356.22399999999,145149.0,17417.88,3144.895,41173.933
453,Punjab,Tarn Taran,668151.0,124053.369,18040.077,144320.616,133371.0,19383.252,3156.4469999999997,38988.789
454,Rajasthan,Ajmer,1228005.0,204258.165,13917.390000000001,57716.23499999999,824757.0,76702.401,3024.1090000000004,236980.17799999999
455,Rajasthan,Alwar,2346882.0,309006.13,28162.584000000003,115779.51200000002,638901.0,61334.49600000001,3407.472,168882.83099999998
456,Rajasthan,Banswara,1171311.0,267839.782,35529.767,26940.153000000002,118221.0,9260.644999999999,906.361,32510.774999999998
457,Rajasthan,Baran,747552.0,126336.288,7724.704,18688.8,209412.0,24361.595999999998,1396.08,39997.691999999995
458,Rajasthan,Barmer,1628475.0,322438.05,28769.725,52654.024999999994,167940.0,16234.199999999999,1399.5,46351.439999999995
459,Rajasthan,Bharatpur,0.0,0.0,0.0,0.0,389091.0,54472.74,3112.728,90139.415
460,Rajasthan,Bhilwara,1590045.0,294158.325,19080.54,55651.575,437595.0,43905.365,1896.2450000000001,108961.155
461,Rajasthan,Bikaner,1007262.0,169891.524,16451.946,99047.43,588537.0,53556.867000000006,3335.043,181661.754
462,Rajasthan,Bundi,719508.0,135027.66799999998,8154.424000000001,19906.388000000003,190356.0,21319.872000000003,1269.04,40736.184
463,Rajasthan,Chittaurgarh,1100340.0,201362.21999999997,13204.080000000002,35210.88,266619.0,23817.964,1599.7140000000002,64432.924999999996
464,Rajasthan,Churu,1034691.0,135199.624,20004.025999999998,162101.59,446988.0,45294.784,3277.9120000000003,130371.5
465,Rajasthan,Dausa,1083252.0,170070.564,19137.452,33580.812000000005,178830.0,15975.480000000001,834.54,45899.700000000004
466,Rajasthan,Dhaulpur,644010.0,125367.28,14168.220000000001,10304.16,175878.0,23333.147999999997,2051.9100000000003,36817.128
467,Rajasthan,Dungarpur,968448.0,200468.736,20014.592,29376.255999999998,94641.0,8076.032,662.4870000000001,23376.327
468,Rajasthan,Ganganagar,1193091.0,167430.437,9942.425000000001,323327.66099999996,494691.0,53096.834,5441.601000000001,154343.592
469,Rajasthan,Hanumangarh,1167177.0,143173.712,9337.416000000001,320195.557,326082.0,34999.468,3369.514,102063.66600000001
470,Rajasthan,Jaipur,2264523.0,321562.266,31703.322000000004,166065.02,2933514.0,264994.098,11734.056,886899.066
471,Rajasthan,Jaisalmer,477351.0,89264.637,5091.744,26572.538999999997,92490.0,12455.32,524.11,20501.95
472,Rajasthan,Jalor,1257648.0,218411.53600000002,35214.144,47371.408,144606.0,17593.73,1928.08,29837.038
473,Rajasthan,Jhalawar,895872.0,178278.528,12840.831999999999,21500.928000000004,191289.0,19128.899999999998,1339.0230000000001,42657.447
474,Rajasthan,Jhunjhunun,1501356.0,122110.288,12010.848,228706.564,451071.0,38190.678,2706.4260000000004,124044.525
475,Rajasthan,Jodhpur,1752645.0,289186.425,30379.180000000004,80037.45499999999,922326.0,79320.03600000001,5226.514,277005.24199999997
476,Rajasthan,Karauli,915141.0,190349.328,17082.631999999998,25013.853999999996,177924.0,24612.82,1838.548,37008.192
477,Rajasthan,Kota,610362.0,94199.20199999999,5696.7119999999995,25024.842000000004,935205.0,91338.355,5922.965,239412.48
478,Rajasthan,Nagaur,2027136.0,313530.36799999996,42569.856,179063.68000000002,499467.0,53276.48,3995.736,134190.134
479,Rajasthan,Pali,1538727.0,256967.409,27697.086000000003,95913.983,419424.0,46416.256,3495.2000000000003,96607.328
480,Rajasthan,Pratapgarh,629439.0,132601.816,5245.325000000001,13008.405999999999,72807.0,5824.5599999999995,339.76599999999996,17012.569
481,Rajasthan,Rajsamand,913866.0,166323.61200000002,12794.124000000002,34422.286,183162.0,18865.686,610.54,43592.556000000004
482,Rajasthan,Sawai Madhopur,846171.0,155695.464,12410.508000000002,24821.016000000003,213792.0,24799.872,1852.8640000000003,51452.608
483,Rajasthan,Sikar,1582680.0,165653.84,14771.679999999998,212079.12000000002,534822.0,47955.70599999999,2852.384,150998.078
484,Rajasthan,Sirohi,715605.0,121175.78,16458.915,38642.67,208917.0,18663.252,1323.141,47493.798
485,Rajasthan,Tonk,896733.0,161710.85100000002,5679.309,20624.859,245265.0,29677.065,2043.875,53713.035
486,Rajasthan,Udaipur,1996347.0,399934.849,25287.061999999998,61886.75700000001,548307.0,40209.18,2193.228,157546.878
487,Sikkim,East District,121878.0,16900.416,3046.95,34857.108,124536.0,7638.208,705.7040000000001,39394.888000000006
488,Sikkim,North  District,34629.0,5228.978999999999,427.09100000000007,8657.25,6198.0,419.398,37.188,2010.2179999999998
489,Sikkim,South District,93405.0,14104.154999999999,1836.9650000000001,26433.615,24489.0,1248.939,73.46700000000001,7991.577000000001
490,Sikkim,West District,96273.0,16558.956000000002,2535.189,26988.531,5658.0,290.444,124.476,1684.198
491,Tamil Nadu,Ariyalur,671865.0,84878.945,7614.47,31801.609999999997,90966.0,8399.194,606.44,15555.186
492,Tamil Nadu,Chennai,0.0,0.0,0.0,0.0,2628250.0,228657.74999999997,11827.125000000002,1256303.5
493,Tamil Nadu,Coimbatore,854385.0,78033.82999999999,4556.72,94836.73499999999,2654871.0,213274.63700000002,7079.656,689381.503
494,Tamil Nadu,Cuddalore,1492287.0,193499.881,11938.296,98988.37099999998,782340.0,68845.92,3911.7,178895.08
495,Tamil Nadu,Dharmapuri,1190457.0,131347.089,9920.475,42459.633,273321.0,20954.61,1457.712,53753.13
496,Tamil Nadu,Dindigul,1331454.0,139802.67,7988.724000000001,83881.60199999998,809172.0,69858.516,3776.1359999999995,154821.576
497,Tamil Nadu,Erode,1233858.0,117627.79600000002,8225.72,138603.382,1297194.0,102910.724,4756.378000000001,275869.924
498,Tamil Nadu,Kancheepuram,1316397.0,139099.283,10092.377,128568.10699999999,2324115.0,136348.08000000002,6197.64,663147.48
499,Tamil Nadu,Kanniyakumari,312759.0,37114.06800000001,2814.831,86634.243,1481364.0,162950.04,14813.64,436508.592
500,Tamil Nadu,Karur,636723.0,61549.88999999999,4669.302000000001,48815.43,457260.0,30636.420000000002,1371.7800000000002,102273.81999999999
501,Tamil Nadu,Krishnagiri,1313964.0,143222.076,9635.736,84093.696,427656.0,26087.016,855.312,111618.21599999999
502,Tamil Nadu,Madurai,1253154.0,134087.478,8772.078000000001,86467.62599999999,1778169.0,102541.07900000001,4741.784,502629.104
503,Tamil Nadu,Nagapattinam,1197048.0,178360.152,12768.512,124492.992,356172.0,36804.44,2849.376,82750.62800000001
504,Tamil Nadu,Namakkal,1111071.0,94070.678,6666.426,115551.384,771381.0,62481.861,3085.524,140391.342
505,Tamil Nadu,Perambalur,466239.0,46934.725999999995,3419.0860000000002,24244.428,99537.0,5607.250999999999,298.61100000000005,18314.808
506,Tamil Nadu,Pudukkottai,1199136.0,157886.24000000002,16787.904000000002,70749.02399999999,312687.0,26161.479,1667.664,72230.697
507,Tamil Nadu,Ramanathapuram,871434.0,99924.43199999999,8714.34,65357.55,380283.0,31817.011,2028.176,89493.26599999999
508,Tamil Nadu,Salem,1718439.0,184445.786,13174.699,83630.69799999999,1792617.0,145799.516,7768.0070000000005,328048.91099999996
509,Tamil Nadu,Sivaganga,927672.0,98024.008,9276.72,73904.536,429579.0,31502.46,2004.7019999999998,112406.505
510,Tamil Nadu,Thanjavur,1437210.0,206479.16999999998,21558.149999999998,137972.16,822906.0,78724.674,5486.04,205177.896
511,Tamil Nadu,The Nilgiris,336378.0,38795.596000000005,2354.646,47429.297999999995,455937.0,55320.356,2887.601,89515.631
512,Tamil Nadu,Theni,567984.0,66643.456,3975.8880000000004,46953.344,663885.0,66167.205,2876.835,115073.40000000001
513,Tamil Nadu,Thiruvallur,1161711.0,125464.788,12778.821,109588.07100000001,2196588.0,132527.47600000002,7321.96,650190.048
514,Tamil Nadu,Thiruvarur,963993.0,143956.28799999997,13174.570999999998,101219.265,260544.0,24230.591999999997,1476.4160000000002,63225.344
515,Tamil Nadu,Thoothukkudi,1008234.0,112586.13,6721.56,94773.99599999998,901983.0,69753.352,3908.5930000000003,219783.191
516,Tamil Nadu,Tiruchirappalli,1358121.0,134906.686,10864.968,108649.68,1269060.0,90526.28,5076.24,313880.84
517,Tamil Nadu,Tirunelveli,1643886.0,166032.486,8767.392,181923.38400000002,1550115.0,129692.955,5683.755000000001,325007.445
518,Tamil Nadu,Tiruppur,1070658.0,98500.53600000001,6067.062000000001,110277.774,1614066.0,126973.19200000001,3766.1539999999995,403516.5
519,Tamil Nadu,Tiruvannamalai,1689306.0,163299.58,12951.346,70387.75,441183.0,27500.407,1911.7930000000001,95736.71099999998
520,Tamil Nadu,Vellore,1960497.0,181672.722,15030.476999999999,125471.808,1460403.0,102228.20999999999,7302.014999999999,346602.31200000003
521,Tamil Nadu,Viluppuram,2424126.0,290895.12,16160.84,106661.54400000001,477816.0,37906.736000000004,2389.08,104482.43199999999
522,Tamil Nadu,Virudhunagar,1091346.0,98221.14,6184.294000000001,53112.172,1112826.0,71591.806,3338.4780000000005,173971.79799999998
523,Telangana,Adilabad,1792398.0,213295.36200000002,38835.29,82450.308,660744.0,51758.28,6166.9439999999995,155715.336
524,Telangana,Hyderabad,0.0,0.0,0.0,0.0,2132578.0,203661.199,9596.601,1050294.665
525,Telangana,Karimnagar,2631708.0,284224.46400000004,44739.036,300014.712,864132.0,60489.24,5184.792,243109.13600000003
526,Telangana,Khammam,2007786.0,226879.81799999997,34801.624,250303.988,604089.0,45508.038,4429.986000000001,171964.002
527,Telangana,Mahbubnagar,2546889.0,261480.604,52635.706,151964.377,483156.0,30599.88,2737.884,125781.612
528,Telangana,Medak,1780959.0,205403.93800000002,26120.732000000004,188781.654,586437.0,37922.92599999999,2345.748,165375.234
529,Telangana,Nalgonda,2500512.0,285058.368,49176.736000000004,265887.776,592299.0,47976.219,3356.3610000000003,160315.59600000002
530,Telangana,Nizamabad,1695495.0,179722.47,24302.094999999998,166158.50999999998,465399.0,39403.782,3412.9260000000004,132638.715
531,Telangana,Rangareddy,1296294.0,110184.99,9506.156,187962.63,3387672.0,182934.288,7904.567999999999,1084055.04
532,Telangana,Warangal,2276214.0,294390.344,64492.73,225345.186,864747.0,68315.01299999999,8359.221,237517.176
533,Tripura,Dhalai,268371.0,42492.075,6440.904,59399.448000000004,42213.0,5628.400000000001,1266.3899999999999,13564.444000000001
534,Tripura,North Tripura,451311.0,72811.508,12486.271,122606.155,126552.0,14511.295999999998,2995.064,40918.479999999996
535,Tripura,South Tripura,657513.0,94024.359,9862.695,181035.24599999998,134718.0,12304.243999999999,1616.6160000000002,44007.88
536,Tripura,West Tripura,868863.0,119903.094,11584.84,246757.092,651048.0,69879.152,7812.576000000001,212892.696
537,Uttar Pradesh,Agra,1490913.0,262897.659,21369.752999999997,82497.186,1220556.0,155417.464,7730.188,333618.63999999996
538,Uttar Pradesh,Aligarh,1746351.0,330060.33900000004,25031.031,124573.038,827826.0,116999.408,7450.434000000001,232895.048
539,Uttar Pradesh,Allahabad,2949798.0,479833.80799999996,45230.236,153389.496,795912.0,80917.72,7693.816,222855.36
540,Uttar Pradesh,Ambedkar Nagar,1504677.0,232723.376,49654.341,69716.701,195093.0,27313.02,6373.0380000000005,35376.864
541,Uttar Pradesh,Auraiya,767508.0,141221.472,23025.239999999998,52190.543999999994,175314.0,22557.068,2337.52,43945.376
542,Uttar Pradesh,Azamgarh,2673072.0,430364.592,80192.16,149692.032,241302.0,30082.316,3860.832,51960.363999999994
543,Uttar Pradesh,Baghpat,738165.0,128686.765,7873.76,144680.34,209973.0,32545.815000000002,2169.721,60542.215
544,Uttar Pradesh,Bahraich,2095560.0,430986.83999999997,60072.719999999994,73344.59999999999,185226.0,25931.64,3519.2940000000003,49084.89
545,Uttar Pradesh,Ballia,1694781.0,269470.179,72310.656,125413.794,193362.0,23267.894,5994.222000000001,39316.94
546,Uttar Pradesh,Balrampur,1230210.0,232509.69000000003,27474.690000000002,41827.14,107304.0,14486.04,1466.4879999999998,25717.192000000003
547,Uttar Pradesh,Banda,1134168.0,199991.624,4158.616,75611.2,202707.0,23784.288000000004,1148.673,49663.215
548,Uttar Pradesh,Bara Banki,1907520.0,323642.56,75664.96,83930.88,237204.0,31231.86,6957.984,53608.10399999999
549,Uttar Pradesh,Bareilly,1894839.0,397916.19,48634.201,282962.62399999995,1088394.0,169063.86800000002,14511.92,334862.554
550,Uttar Pradesh,Basti,1541880.0,207125.87999999998,51396.0,67328.76000000001,93195.0,11090.205000000002,2112.42,22397.864999999998
551,Uttar Pradesh,Bijnor,2051625.0,359718.25,37613.125,344673.0,673944.0,95924.69600000001,7188.736,207574.752
552,Uttar Pradesh,Budaun,2132868.0,464965.22400000005,57587.436,149300.75999999998,470004.0,81154.024,9870.084,121417.7
553,Uttar Pradesh,Bulandshahr,1975347.0,370706.78699999995,28313.306999999997,203460.741,664884.0,95964.924,6205.583999999999,188383.8
554,Uttar Pradesh,Chandauli,1034811.0,169019.13,23455.716,64848.156,152466.0,18702.496,2337.812,35168.824
555,Uttar Pradesh,Chitrakoot,621711.0,108799.425,3730.2660000000005,24453.966,70674.0,11001.586000000001,636.066,13828.546000000002
556,Uttar Pradesh,Deoria,1793334.0,277966.77,50811.130000000005,99828.92599999999,203784.0,22823.808,4483.2480000000005,42387.072
557,Uttar Pradesh,Etah,1002738.0,189183.23600000003,23397.22,30750.631999999998,203256.0,29404.368,2100.312,53049.81599999999
558,Uttar Pradesh,Etawah,796929.0,145306.72100000002,20720.154,52597.314000000006,256449.0,34620.615000000005,3590.286,71292.822
559,Uttar Pradesh,Faizabad,1531134.0,262334.292,47465.15400000001,74004.81,237864.0,28622.968,3885.112,60417.456
560,Uttar Pradesh,Farrukhabad,949941.0,188721.612,27231.641999999996,75678.633,284529.0,43343.251000000004,4457.621,77486.731
561,Uttar Pradesh,Fatehpur,1676421.0,320755.218,31851.999,102261.681,233199.0,31792.797,3342.519,56045.492999999995
562,Uttar Pradesh,Firozabad,1049241.0,201454.27200000003,23433.049000000003,39871.158,556863.0,96708.541,7424.84,152394.841
563,Uttar Pradesh,Gautam Buddha Nagar,512505.0,72263.205,4100.04,88321.695,1016805.0,95240.73500000002,4406.155000000001,310125.525
564,Uttar Pradesh,Ghaziabad,1066221.0,180191.34900000002,12794.652000000002,212533.386,2508948.0,285183.756,15053.688000000002,792827.568
565,Uttar Pradesh,Ghazipur,2100519.0,358488.576,72817.99200000001,130232.17800000001,184401.0,23603.328,4487.090999999999,40260.885
566,Uttar Pradesh,Gonda,2020734.0,344198.358,76114.314,53212.662000000004,158382.0,17158.05,2322.936,40704.17399999999
567,Uttar Pradesh,Gorakhpur,2285874.0,356596.344,67814.262,141724.18800000002,567510.0,59777.72,6999.290000000001,152092.68000000002
568,Uttar Pradesh,Hamirpur,768243.0,129320.905,3841.2149999999997,64020.25,165900.0,20516.3,884.8000000000001,37991.100000000006
569,Uttar Pradesh,Hardoi,2359839.0,490059.899,65288.879,136870.66199999998,363192.0,56173.695999999996,7990.224,89587.36
570,Uttar Pradesh,Jalaun,914568.0,174682.48799999998,8840.823999999999,86274.248,274695.0,37633.215000000004,3204.775,69223.13999999998
571,Uttar Pradesh,Jaunpur,2778264.0,426926.568,66678.33600000001,142617.552,241746.0,35858.99,3545.608,57857.876
572,Uttar Pradesh,Jhansi,928776.0,146746.60799999998,6191.84,64085.543999999994,585963.0,64260.60899999999,3711.0989999999997,139849.83599999998
573,Uttar Pradesh,Jyotiba Phule Nagar,1007664.0,203212.24,19817.392,135362.864,346458.0,58551.402,4619.4400000000005,106247.12000000001
574,Uttar Pradesh,Kannauj,899355.0,174774.655,26381.08,65053.345,197955.0,28571.505,3893.1150000000002,49884.659999999996
575,Uttar Pradesh,Kanpur Dehat,1091799.0,206713.944,30570.372000000003,83704.59,123969.0,16322.585000000001,2438.0570000000002,27397.148999999998
576,Uttar Pradesh,Kanpur Nagar,1094607.0,214542.97199999998,25175.961000000003,86109.084,2054718.0,265058.62200000003,32875.488,583539.912
577,Uttar Pradesh,Kanshiram Nagar,813702.0,166808.91,24139.826,30378.207999999995,217470.0,36317.49,3189.5600000000004,55744.81
578,Uttar Pradesh,Kaushambi,1049568.0,193120.51200000002,15393.664,48280.128000000004,92292.0,13197.756,1353.6160000000002,15812.696
579,Uttar Pradesh,Kheri,2264814.0,483160.32,83798.118,138153.654,323016.0,49313.776,9582.808,82046.064
580,Uttar Pradesh,Kushinagar,2226972.0,414959.116,63097.54000000001,109863.95200000002,128325.0,16553.925,4020.85,26648.825
581,Uttar Pradesh,Lalitpur,774039.0,136230.864,6966.351000000001,30961.559999999998,131457.0,15862.478000000003,1139.294,27562.151
582,Uttar Pradesh,Lucknow,1032465.0,196856.66000000003,28564.865,73993.325,2152698.0,223163.026,29420.205999999995,629305.382
583,Uttar Pradesh,Mahamaya Nagar,864450.0,158770.65000000002,12102.300000000001,47544.75,254649.0,39385.712,2716.256,61709.941
584,Uttar Pradesh,Mahoba,594894.0,100537.086,3371.0660000000003,35297.044,145575.0,23631.675000000003,776.4,26543.175000000003
585,Uttar Pradesh,Mahrajganj,1719138.0,294545.64400000003,50428.048,95698.68199999999,102099.0,13374.969,1973.9139999999998,19875.271999999997
586,Uttar Pradesh,Mainpuri,1015425.0,180745.65000000002,25385.625,45694.125,218349.0,30277.728000000003,3202.452,54878.382
587,Uttar Pradesh,Mathura,1222464.0,217191.10399999996,16299.52,79867.648,533406.0,72009.81,4089.446,144375.22400000002
588,Uttar Pradesh,Mau,1056621.0,166241.704,35572.907,61988.43200000001,297963.0,43800.561,6753.828,63068.835
589,Uttar Pradesh,Meerut,1144560.0,190378.48,15642.319999999998,202587.12000000002,1266909.0,151606.777,8868.363000000001,392319.487
590,Uttar Pradesh,Mirzapur,1395456.0,240018.432,22327.296000000002,89309.18400000001,233889.0,31730.941000000003,2728.7050000000004,53404.655000000006
591,Uttar Pradesh,Moradabad,2077194.0,439672.73,41543.88,330966.244,1066554.0,164249.31600000002,11376.576000000001,332764.848
592,Uttar Pradesh,Muzaffarnagar,2021238.0,338220.492,30992.316,369886.55399999995,888312.0,118441.6,9475.328,274192.304
593,Uttar Pradesh,Pilibhit,1115256.0,233088.504,34201.184,131971.96,268914.0,40874.928,7529.592000000001,79598.544
594,Uttar Pradesh,Pratapgarh,2133255.0,317854.995,44798.355,80352.605,125103.0,13219.217,1251.03,26730.340999999997
595,Uttar Pradesh,Rae Bareli,2115075.0,390583.85,54991.95,94473.35,220179.0,25027.013000000003,3816.436,52182.422999999995
596,Uttar Pradesh,Rampur,1190325.0,257506.975,24600.05,223781.09999999998,429651.0,69460.245,5585.463,135053.631
597,Uttar Pradesh,Saharanpur,1815246.0,281363.13,34489.674,259580.17799999999,852468.0,105990.188,8808.836,261423.52000000002
598,Uttar Pradesh,Sant Kabir Nagar,974916.0,141037.848,33147.144,39971.556000000004,81537.0,10300.841,1739.4560000000001,13507.963000000002
599,Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),880530.0,140004.27000000002,18197.62,36982.26,137991.0,20238.68,2621.829,25574.332000000002
600,Uttar Pradesh,Shahjahanpur,1560867.0,319977.735,62434.68,140478.03,404142.0,66952.85800000001,11046.547999999999,115719.32600000002
601,Uttar Pradesh,Shrawasti,746310.0,139808.74000000002,16916.36,25872.08,25512.0,3189.0,850.4000000000001,5357.52
602,Uttar Pradesh,Siddharthnagar,1440495.0,215113.91999999998,31690.890000000003,49937.16,100044.0,11805.192,1734.0960000000002,15640.212
603,Uttar Pradesh,Sitapur,2482749.0,512273.877,100137.54299999999,98482.37700000001,333957.0,47199.256,9462.115,80149.68
604,Uttar Pradesh,Sonbhadra,1011144.0,188072.78399999999,6066.8640000000005,46175.575999999994,273120.0,31317.76,4278.88,64365.280000000006
605,Uttar Pradesh,Sultanpur,2519211.0,418189.026,72217.382,110005.547,149673.0,14817.626999999999,2195.204,36370.539000000004
606,Uttar Pradesh,Unnao,1788951.0,351827.02999999997,43531.140999999996,94218.086,363117.0,53499.238,6172.989,86784.963
607,Uttar Pradesh,Varanasi,1316805.0,208933.06000000003,29408.645,118951.38500000001,948387.0,113174.182,11064.515000000001,281354.81
608,Uttarakhand,Almora,780168.0,62673.49600000001,4420.952,134188.896,63246.0,3056.89,274.06600000000003,19374.358
609,Uttarakhand,Bageshwar,288093.0,24103.781,2784.899,51376.58500000001,11640.0,353.08,34.92,3492.0
610,Uttarakhand,Chamoli,490302.0,42983.142,4085.8500000000004,76813.98,68718.0,2657.096,206.15400000000002,20042.75
611,Uttarakhand,Champawat,255606.0,34336.405999999995,5112.12,34421.608,38517.0,3607.7590000000005,757.5010000000001,10258.361
612,Uttarakhand,Dehradun,684735.0,60941.415,8901.555,170270.77,808179.0,54956.172,6465.432,256462.13600000003
613,Uttarakhand,Garhwal,839046.0,70200.182,5034.276000000001,135086.406,110340.0,5296.320000000001,404.58000000000004,34830.66
614,Uttarakhand,Hardwar,905484.0,145782.924,15996.884,151517.656,558549.0,47104.299,4096.026000000001,172405.45799999998
615,Uttarakhand,Nainital,579258.0,61208.262,9847.385999999999,134001.684,316731.0,20904.246,3167.31,100086.996
616,Uttarakhand,Pithoragarh,551061.0,46656.498,4224.8009999999995,88169.76,78768.0,2599.344,131.28,25337.04
617,Uttarakhand,Rudraprayag,338115.0,22315.59,2141.395,57479.55,13362.0,432.03799999999995,13.362,4079.8639999999996
618,Uttarakhand,Tehri Garhwal,681177.0,62668.28400000001,6357.651999999999,113756.559,81531.0,2880.7619999999997,190.23899999999998,26062.743000000002
619,Uttarakhand,Udham Singh Nagar,808218.0,123657.35399999999,18050.202,153292.014,435759.0,52872.092,5810.12,133632.76
620,Uttarakhand,Uttarkashi,336444.0,30279.960000000003,3364.44,44298.46,27183.0,1440.699,72.488,8290.815
621,West Bengal,Bankura,2701545.0,471869.86000000004,105360.25499999999,148584.975,272655.0,35263.38,8088.765000000001,54894.54
622,West Bengal,Barddhaman,4094604.0,707001.6240000001,128297.592,629204.148,2587104.0,329424.576,54329.184,616593.12
623,West Bengal,Birbhum,2493132.0,432142.88,129642.864,155405.228,403695.0,50192.745,12514.545000000002,82892.04
624,West Bengal,Dakshin Dinajpur,1172847.0,225186.62400000004,46522.931000000004,107510.975,210231.0,24036.410999999996,6517.161000000001,64190.53199999999
625,West Bengal,Darjiling,909852.0,164379.928,24262.72,158617.532,647025.0,68368.975,11430.775,187637.25
626,West Bengal,Haora,1450152.0,195287.136,67190.376,290997.168,2607939.0,305998.17600000004,56505.345,725876.355
627,West Bengal,Hugli,2976255.0,451398.675,116073.94499999999,596243.085,1943859.0,218360.16100000002,34341.509,575382.264
628,West Bengal,Jalpaiguri,2395134.0,461462.48399999994,127740.48,296198.238,958278.0,118826.47200000002,33539.729999999996,262887.598
629,West Bengal,Koch Bihar,2410221.0,463565.83900000004,101229.282,447497.699,291993.0,32995.208999999995,7689.149,87889.893
630,West Bengal,Kolkata,0.0,0.0,0.0,0.0,2616212.0,404204.754,35318.862,1241392.594
631,West Bengal,Maldah,2490954.0,489887.62,93825.93400000001,210900.772,386034.0,62408.83,10680.274000000001,95607.754
632,West Bengal,Murshidabad,4503198.0,842098.0260000001,255181.22000000003,520869.90200000006,1052697.0,170186.01499999998,40704.284,216855.582
633,West Bengal,Nadia,3244143.0,582864.359,168695.436,771024.6529999999,1405170.0,192976.68000000002,49649.34,437007.87
634,West Bengal,North Twenty Four Parganas,3628011.0,559923.031,238239.38899999997,954166.893,4949409.0,551034.2019999999,89089.36200000001,1550814.8199999998
635,West Bengal,Paschim Medinipur,4093005.0,712182.87,180092.22,571656.365,603144.0,65943.74399999999,16686.984,155209.056
636,West Bengal,Purba Medinipur,3579018.0,584572.94,215934.08600000004,1021213.1359999999,512121.0,59406.03599999999,17241.407,141345.39599999998
637,West Bengal,Puruliya,1959657.0,409568.313,48338.206000000006,39846.359,298299.0,43253.355,6662.011,50611.397
638,West Bengal,South Twenty Four Parganas,4706406.0,782832.198,254145.924,862841.1000000001,1834290.0,235400.55000000002,49525.83,508098.32999999996
639,West Bengal,Uttar Dinajpur,2051943.0,396024.99899999995,84813.644,140900.086,282807.0,37707.6,13763.274,75980.814
