,State/UT,District,Households_Rural,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
219,Jharkhand,Jamtara,496665.0,103637.43,8112.195000000001,7284.420000000001,60339.0,6737.8550000000005,663.729,12087.913
220,Jharkhand,Khunti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Jharkhand,Kodarma,350142.0,61041.422000000006,4901.988,8870.264,104313.0,15542.637,1877.6340000000002,17489.813
222,Jharkhand,Latehar,439131.0,84898.65999999999,3220.2940000000003,10539.144000000002,42411.0,5739.622,706.85,7888.445999999999
223,Jharkhand,Lohardaga,290277.0,60474.375,2709.2519999999995,7063.406999999999,44175.0,5330.450000000001,647.9000000000001,10381.125
224,Jharkhand,Pakur,601764.0,120152.212,14241.748,14642.923999999999,49761.0,7746.129000000001,945.4590000000001,7712.955000000001
225,Jharkhand,Palamu,1066587.0,223272.212,22398.327,26309.146000000004,157125.0,21002.375,2828.2500000000005,30534.624999999996
226,Jharkhand,Pashchimi Singhbhum,1010784.0,171496.352,13477.12,12466.336000000001,190188.0,23773.5,2852.8199999999997,37340.244
227,Jharkhand,Purbi Singhbhum,787611.0,133893.87,15227.145999999999,35705.032,1026378.0,88268.508,7868.898,276095.68200000003
228,Jharkhand,Ramgarh,402201.0,67167.567,5094.546,14747.37,355674.0,47186.083999999995,4268.088000000001,71134.8
229,Jharkhand,Ranchi,1262220.0,231407.00000000003,12622.199999999999,55537.68,930726.0,98656.956,12719.921999999999,245401.422
230,Jharkhand,Sahibganj,670350.0,145465.94999999998,16311.849999999999,20557.4,112629.0,17457.495000000003,2928.354,20385.849
231,Jharkhand,Saraikela-Kharsawan,651744.0,116227.68000000001,7820.928000000001,13903.872,205317.0,25048.674,2326.9260000000004,44143.155
232,Jharkhand,Simdega,432507.0,85924.724,4180.901,7064.281,33342.0,4445.6,444.56,5934.876
233,Karnataka,Bagalkot,974397.0,139338.771,16889.548000000003,23385.528000000002,497574.0,54567.28199999999,6136.746000000001,70489.65
234,Karnataka,Bangalore,901728.0,86565.888,7514.400000000001,224830.848,8902152.0,590509.416,32641.224000000002,2872427.712
235,Karnataka,Bangalore Rural,693156.0,84333.98,8548.924,174444.26,286230.0,27764.310000000005,1621.97,87109.32999999999
236,Karnataka,Belgaum,2888331.0,370669.145,45250.519,178113.745,1068594.0,90830.49,6767.762,257887.35200000004
237,Karnataka,Bellary,1114812.0,148269.99599999998,20066.616,44964.083999999995,755628.0,72540.28800000002,7556.28,159941.26
238,Karnataka,Bidar,861402.0,162804.978,14356.7,25267.792,306807.0,30680.699999999997,3068.0699999999997,69645.189
239,Karnataka,Bijapur,1189347.0,165319.233,26958.532000000003,19822.45,393123.0,36298.356999999996,3800.189,77969.39499999999
240,Karnataka,Chamarajanagar,788040.0,124773.0,18387.600000000002,40452.72,171600.0,21392.8,2574.0,36779.6
241,Karnataka,Chikkaballapura,946947.0,120893.56699999998,15466.801000000001,72599.27,282159.0,26240.786999999997,1504.848,79286.679
242,Karnataka,Chikmagalur,934980.0,141805.30000000002,17141.3,168608.06,242298.0,24633.63,2342.214,72204.804
243,Karnataka,Chitradurga,1049112.0,157366.80000000002,20632.536,66793.464,292932.0,30953.148,1952.88,72158.91600000001
244,Karnataka,Dakshina Kannada,998757.0,135830.952,12318.003000000002,293301.63899999997,952119.0,83469.099,5077.968,309756.048
245,Karnataka,Davanagere,1064040.0,163507.48,20571.44,105694.64,528033.0,54035.377,4928.307999999999,142392.899
246,Karnataka,Dharwad,599121.0,80681.628,7788.573,46132.317,850191.0,82185.12999999999,5667.9400000000005,232385.53999999998
247,Karnataka,Gadag,540198.0,75267.588,9183.366,16566.072,335718.0,39950.442,3804.804,47336.238
248,Karnataka,Gulbarga,1202112.0,173905.536,14826.048000000003,18031.68,597909.0,57399.26400000001,2989.545,135924.646
249,Karnataka,Hassan,1488309.0,241602.16100000002,30758.386,132459.50100000002,398634.0,39464.765999999996,3189.072,119457.322
250,Karnataka,Haveri,945228.0,141469.124,15753.800000000001,88851.43199999999,295464.0,29447.912,2856.1519999999996,68646.13600000001
251,Karnataka,Kodagu,543546.0,72472.8,8334.372,142771.416,95376.0,10618.527999999998,1017.344,30838.239999999998
252,Karnataka,Kolar,979701.0,133565.903,16654.916999999998,83274.585,453126.0,47729.272,2416.672,121135.68400000001
253,Karnataka,Koppal,818904.0,107549.39199999999,14194.336000000001,32756.16,194043.0,17269.827,2393.197,31305.604
254,Karnataka,Mandya,1376601.0,202819.214,20649.015,126188.42500000002,310305.0,31961.415,3206.485,88850.66500000001
255,Karnataka,Mysore,1621788.0,259486.08,28651.588,145960.92,1141158.0,108410.01,8368.492,358323.612
256,Karnataka,Raichur,991338.0,142752.67200000002,23461.665999999997,33044.6,376206.0,38749.218,4514.472000000001,63202.608
257,Karnataka,Ramanagara,800850.0,116123.25,18152.600000000002,74746.0,254502.0,29013.228000000003,2714.688,75078.09
258,Karnataka,Shimoga,1057332.0,161419.35199999998,25728.411999999997,217810.392,604986.0,64935.164000000004,6453.184,176857.574
259,Karnataka,Tumkur,2056329.0,280346.187,39755.693999999996,125436.069,614397.0,57138.920999999995,5119.975,168959.175
260,Karnataka,Udupi,809451.0,93086.86499999999,11332.314,225567.012,346716.0,28893.0,2427.012,110949.12
261,Karnataka,Uttara Kannada,1002843.0,160789.16100000002,21393.984,169146.18600000002,421533.0,52410.603,4496.352,113251.866
262,Karnataka,Yadgir,623361.0,106386.944,11428.285,8934.840999999999,165624.0,18991.552,1601.032,22193.616
263,Kerala,Alappuzha,994257.0,99094.281,25519.263,301259.871,1176351.0,104695.239,25487.605,371334.799
264,Kerala,Ernakulam,1109082.0,109429.42400000001,18484.7,358233.48600000003,2414991.0,179514.331,24954.907,791312.051
265,Kerala,Idukki,1174830.0,172700.01,32503.63,347358.07,62469.0,4893.405,291.522,20677.239
266,Kerala,Kannur,918864.0,95255.568,18989.856,294955.344,1698573.0,109841.05399999999,11890.011,557698.135
267,Kerala,Kasaragod,754923.0,80273.479,19124.716,223457.208,498492.0,30740.34,4486.428000000001,160514.424
268,Kerala,Kollam,1571145.0,156590.785,39278.625,487054.95,1204245.0,97945.26,22077.825,386964.06000000006
269,Kerala,Kottayam,1445901.0,168688.44999999998,22170.482,462688.32,588582.0,51991.41,5101.044000000001,192662.508
270,Kerala,Kozhikode,971379.0,87747.903,21370.338,314079.20999999996,1999629.0,128642.799,23995.548000000003,654545.226
271,Kerala,Malappuram,1903629.0,175133.86800000002,26650.806,612333.995,1567758.0,111310.818,13064.650000000001,514747.21
272,Kerala,Palakkad,1997697.0,235728.24599999998,35958.546,587322.918,685326.0,64192.202000000005,7538.586,216791.458
273,Kerala,Pathanamthitta,1244976.0,125327.584,20334.608,388847.504,173544.0,13709.975999999999,1619.744,55534.079999999994
274,Kerala,Thiruvananthapuram,1677879.0,191278.206,57047.886,513990.26700000005,1829472.0,157944.416,37199.263999999996,587260.512
275,Kerala,Thrissur,1010244.0,118535.29600000002,17174.147999999997,326308.81200000003,2145357.0,203808.91499999998,29319.878999999997,702961.977
276,Kerala,Wayanad,798549.0,94228.78199999999,23956.469999999998,244089.81100000002,35415.0,4722.0,649.275,11250.164999999999
277,Laddakh,Kargil,121110.0,29591.21,1412.95,39078.159999999996,23322.0,5348.512,93.288,7579.65
278,Laddakh,Leh(Ladakh),110760.0,19013.8,775.32,32526.519999999997,52422.0,9540.804,192.21400000000003,16740.092
279,Lakshadweep,Lakshadweep,15867.0,2161.0854,92.0286,5186.3934,47859.0,2284.4696,76.5744,15587.6763
280,Madhya Pradesh,Alirajpur,407598.0,84372.786,5434.64,6793.3,43986.0,4369.276,381.21200000000005,11040.486
281,Madhya Pradesh,Anuppur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Madhya Pradesh,Ashoknagar,508818.0,74626.64,4579.362000000001,11872.420000000002,111405.0,14037.029999999999,631.2950000000001,20907.004999999997
283,Madhya Pradesh,Balaghat,1200222.0,153228.34199999998,21603.996000000003,46808.657999999996,212379.0,20813.142,2406.962,44670.383
284,Madhya Pradesh,Barwani,751074.0,150715.516,13018.616000000002,25786.874000000003,146736.0,18293.088,2005.3919999999998,32330.831999999995
285,Madhya Pradesh,Betul,956835.0,145438.92,15309.36,41143.905,263112.0,26574.311999999998,2631.12,62796.064
286,Madhya Pradesh,Bhind,813633.0,139944.87600000002,12475.706,25222.623000000003,265155.0,35972.695,2209.625,59483.104999999996
287,Madhya Pradesh,Bhopal,356679.0,55404.138000000006,5112.398999999999,25561.995,1745478.0,175129.626,15127.476,488152.014
288,Madhya Pradesh,Burhanpur,347937.0,56133.835999999996,7422.656,21456.114999999998,188583.0,26213.037000000004,2451.579,43122.64599999999
289,Madhya Pradesh,Chhatarpur,1127607.0,169892.788,9772.594000000001,19545.188000000002,285144.0,27658.968000000004,1520.768,55032.791999999994
290,Madhya Pradesh,Chhindwara,1239426.0,207810.426,21070.242,50816.46600000001,422406.0,47168.670000000006,5209.674000000001,93351.726
291,Madhya Pradesh,Damoh,910161.0,164132.367,15169.35,17899.833000000002,199542.0,22681.274,1928.906,37380.868
292,Madhya Pradesh,Datia,481359.0,74931.551,4332.231000000001,18131.189000000002,130203.0,15103.547999999999,1302.03,27386.031
293,Madhya Pradesh,Dewas,824985.0,134747.55,17049.69,59673.915,303042.0,30809.27,2626.364,78083.822
294,Madhya Pradesh,Dhar,1237044.0,232976.61999999997,19380.356,79170.816,310092.0,31732.748,3100.92,78970.096
295,Madhya Pradesh,Dindori,654063.0,111626.75200000001,5886.567000000001,8066.777000000001,29322.0,3684.7980000000002,537.57,5405.021999999999
296,Madhya Pradesh,Guna,638295.0,104680.38,6170.1849999999995,15744.610000000002,216960.0,24299.52,2386.56,43102.72
297,Madhya Pradesh,Gwalior,518160.0,83078.32,7772.4,29880.56,816516.0,73214.268,5443.4400000000005,236789.63999999998
298,Madhya Pradesh,Harda,338142.0,47565.308000000005,8678.978,43169.46199999999,95535.0,8438.925000000001,1401.18,25253.085
299,Madhya Pradesh,Hoshangabad,628950.0,92036.35,21384.3,70861.7,317238.0,30349.102,3595.364,85231.276
300,Madhya Pradesh,Indore,601113.0,82953.594,9217.066,83153.965,1763841.0,136991.651,15874.569000000001,530916.1410000001
301,Madhya Pradesh,Jabalpur,816852.0,125795.208,15520.188,72972.11200000001,1057431.0,103628.238,10221.832999999999,282686.554
302,Madhya Pradesh,Jhabua,633240.0,132136.08,10765.08,12242.64,74139.0,6301.8150000000005,444.83400000000006,18979.584
303,Madhya Pradesh,Katni,828453.0,128410.21500000001,12150.644000000002,23748.985999999997,218640.0,20843.680000000004,1749.1200000000001,47955.03999999999
304,Madhya Pradesh,Khandwa (East Nimar),796989.0,139207.412,21253.04,46225.361999999994,190275.0,19725.175,2790.7000000000003,43953.524999999994
305,Madhya Pradesh,Khargone (West Nimar),1150629.0,218235.96699999998,24163.209,49860.590000000004,229860.0,22602.899999999998,2451.84,56545.56
306,Madhya Pradesh,Mandla,839022.0,120819.16800000002,12025.981999999998,18738.158,111774.0,10655.788,1490.32,24254.957999999995
307,Madhya Pradesh,Mandsaur,906861.0,150236.63900000002,6952.601,40204.171,245496.0,24140.44,1391.144,55809.424000000006
308,Madhya Pradesh,Morena,957894.0,170824.43000000002,16603.496000000003,21392.966,285864.0,34017.816000000006,2001.0480000000002,70322.544
309,Madhya Pradesh,Narsimhapur,691977.0,112792.251,22604.582000000002,63431.225000000006,159177.0,17880.883,3130.481,38096.362
310,Madhya Pradesh,Neemuch,522705.0,80670.805,4878.58,22999.02,203886.0,18757.512000000002,951.4679999999998,43223.832
311,Madhya Pradesh,Panna,770232.0,121953.4,7702.32,12837.2,96537.0,11584.439999999999,740.117,17312.301999999996
312,Madhya Pradesh,Raisen,753816.0,116590.208,18091.584000000003,46485.32,223323.0,27096.523999999998,2977.64,53597.52
313,Madhya Pradesh,Rajgarh,995682.0,200463.976,21573.11,25887.732,209469.0,24926.811,2234.3360000000002,42592.03
314,Madhya Pradesh,Ratlam,800148.0,153895.132,9335.060000000001,35739.944,321453.0,29466.525,1500.1139999999998,88721.02799999999
315,Madhya Pradesh,Rewa,1571730.0,181796.77000000002,11002.11,93255.98000000001,283467.0,20598.602,2267.736,56220.954999999994
316,Madhya Pradesh,Sagar,1345224.0,231378.52800000002,21075.176,50221.695999999996,496521.0,53127.747,4137.675,107083.02900000001
317,Madhya Pradesh,Satna,1385493.0,181037.752,10160.282000000001,105297.46800000001,342519.0,26716.482,2625.979,69074.665
318,Madhya Pradesh,Sehore,811281.0,117906.172,17848.182,58682.659,177660.0,18535.86,1480.5,46843.02
319,Madhya Pradesh,Seoni,1005135.0,151105.295,16417.205,50926.84,142626.0,13169.133999999998,1663.9700000000003,35133.53800000001
320,Madhya Pradesh,Shahdol,700782.0,103248.548,6774.226,17753.144,173538.0,16891.032,1561.842,36847.902
321,Madhya Pradesh,Shajapur,937833.0,177250.437,13754.884000000002,41889.874,221991.0,23753.037,1775.928,49355.999
322,Madhya Pradesh,Sheopur,450438.0,90688.184,7957.737999999999,8708.467999999999,79128.0,10708.656,844.032,15087.072000000002
323,Madhya Pradesh,Shivpuri,1103577.0,199747.43699999998,15450.078000000001,20600.104,200277.0,21029.085,1869.2519999999997,43860.663
324,Madhya Pradesh,Sidhi,752859.0,95864.046,4768.107,10289.072999999999,77748.0,6945.488,388.74,12698.84
325,Madhya Pradesh,Singrauli,686196.0,101557.008,4345.907999999999,5032.104,175779.0,15878.703000000001,1523.4180000000001,30526.953
326,Madhya Pradesh,Tikamgarh,968316.0,144279.084,9360.387999999999,12588.108,180660.0,19812.379999999997,1625.9400000000003,27219.440000000002
327,Madhya Pradesh,Ujjain,902295.0,165119.985,11429.07,53836.935,566052.0,56793.884,3584.996,157739.824
328,Madhya Pradesh,Umaria,414300.0,65183.200000000004,5800.200000000001,8009.799999999999,89898.0,8480.378,629.2860000000001,16541.232
329,Madhya Pradesh,Vidisha,877737.0,132245.708,8777.369999999999,33646.585,251490.0,25651.98,1760.43,59938.45
330,Maharashtra,Ahmadnagar,3124179.0,318666.258,77063.08200000001,407184.663,846033.0,65144.541000000005,7050.275000000001,207560.096
331,Maharashtra,Akola,924474.0,146375.05,21879.217999999997,95220.822,588231.0,66274.026,7254.849000000001,141763.671
332,Maharashtra,Amravati,1526763.0,226978.766,33588.786,209166.53100000002,818682.0,85415.822,7913.9259999999995,214494.68399999998
333,Maharashtra,Aurangabad,1655367.0,219060.233,44143.12,109254.22200000001,1282029.0,96579.518,5982.802,373497.78200000006
334,Maharashtra,Bhandara,851529.0,123755.548,22991.283,158384.39399999997,217725.0,18143.75,2467.55,61180.725
335,Maharashtra,Bid,1689342.0,230876.74,45049.12,86719.556,406371.0,41720.756,3928.2529999999997,93600.787
336,Maharashtra,Buldana,1726215.0,269864.945,38552.135,167442.855,458361.0,52558.727999999996,5347.545,93047.283
337,Maharashtra,Chandrapur,1353972.0,186396.81199999998,50548.28799999999,131335.284,699993.0,58799.412000000004,7933.254000000001,167298.32700000002
338,Maharashtra,Dhule,1148331.0,143158.598,13014.418000000001,71579.299,438039.0,33144.950999999994,2336.208,95346.489
339,Maharashtra,Gadchiroli,880758.0,125067.636,25541.982,65176.092000000004,111762.0,10058.58,1490.16,24550.386000000002
340,Maharashtra,Gondiya,959106.0,128839.90599999999,16624.504,151858.44999999998,200439.0,18039.510000000002,2204.829,51646.449
341,Maharashtra,Hingoli,727368.0,113226.952,14547.359999999999,65220.66399999999,125739.0,16220.331,1299.3029999999999,27536.841
342,Maharashtra,Jalgaon,2388669.0,309730.74700000003,43792.265,179946.39800000002,1120695.0,101236.115,6350.6050000000005,242443.685
343,Maharashtra,Jalna,1214238.0,165945.86,27927.474000000002,118185.832,294252.0,35800.659999999996,3040.604,68854.96800000001
344,Maharashtra,Kolhapur,2389488.0,193548.528,15929.92,592593.0240000001,1148454.0,84985.596,4593.816,285965.046
345,Maharashtra,Latur,1285848.0,171875.016,24431.112,106296.768,471048.0,48046.896,4082.416,122315.464
346,Maharashtra,Mumbai,0.0,0.0,0.0,0.0,2214642.0,290118.102,16609.815,741905.0700000001
347,Maharashtra,Mumbai Suburban,0.0,0.0,0.0,0.0,6157658.0,834362.6590000001,43103.60599999999,1684119.4630000002
348,Maharashtra,Nagpur,1292532.0,168029.16,35760.052,198619.084,2632566.0,207972.71399999998,24570.615999999998,789769.8
349,Maharashtra,Nanded,1773357.0,302652.928,46107.282,113494.848,691689.0,80697.04999999999,9222.52,168772.116
350,Maharashtra,Nandurbar,1000320.0,163052.16,13004.16,74357.12,214716.0,20899.023999999998,2361.876,45448.22
351,Maharashtra,Nashik,2713983.0,312108.045,50661.015999999996,265065.673,2292813.0,185717.853,19106.775,528111.2609999999
352,Maharashtra,Osmanabad,1101474.0,140254.356,22763.796,81509.076,233496.0,24594.912,2179.296,44986.89599999999
353,Maharashtra,Parbhani,880440.0,138816.03999999998,24358.84,39032.840000000004,401277.0,47885.722,5885.396000000001,89484.77100000001
354,Maharashtra,Pune,3497154.0,278606.602,57120.182,720413.724,6170217.0,429858.451,26737.607000000004,1655674.895
355,Maharashtra,Raigarh,1745604.0,164668.64400000003,20947.248000000003,296170.812,1131480.0,66757.31999999999,4148.76,305499.60000000003
356,Maharashtra,Ratnagiri,1615614.0,154560.406,22080.057999999997,361897.536,302472.0,16736.784,1915.656,82675.68
357,Maharashtra,Sangli,1880616.0,171762.92799999999,31970.471999999998,379257.56,680403.0,57380.653,5443.224,175997.57599999997
358,Maharashtra,Satara,2323566.0,215317.116,41049.666,542939.922,602847.0,41596.443,5425.6230000000005,151515.546
359,Maharashtra,Sindhudurg,887541.0,81653.77200000001,13608.962,220110.16800000003,134967.0,10707.382000000001,1349.6699999999998,39050.452
360,Maharashtra,Solapur,2339787.0,230858.98400000003,60834.462,250357.209,1128906.0,115901.016,7149.737999999999,229167.918
361,Maharashtra,Thane,2141982.0,262749.792,41411.651999999995,283455.618,8712471.0,630202.069,31945.727000000003,2163596.965
362,Maharashtra,Wardha,805458.0,117328.38200000001,25506.170000000002,126725.392,360654.0,28852.32,4448.066000000001,94250.912
363,Maharashtra,Washim,824775.0,127290.275,18419.975000000002,75604.375,167763.0,19963.797000000002,1453.9460000000001,37634.833
364,Maharashtra,Yavatmal,1887729.0,295114.967,50968.683000000005,137174.974,506667.0,49484.477,6586.671,115182.29800000001
365,Manipur,Bishnupur,104931.0,12137.019,2063.643,31864.047,63516.0,6372.772,868.0519999999999,19986.368000000002
366,Manipur,Chandel,91131.0,17740.167999999998,1245.4569999999999,23420.666999999998,11349.0,1539.681,590.148,3665.7270000000003
367,Manipur,Churachandpur,158916.0,28392.992000000002,1218.356,43595.956,14559.0,2547.8250000000003,111.619,4794.764
368,Manipur,Imphal East,193263.0,23449.244,2963.366,58558.689,139560.0,14653.8,1488.64,44426.6
369,Manipur,Imphal West,153165.0,16899.205,2705.915,46970.6,257238.0,26152.53,3772.8240000000005,82916.38200000001
370,Manipur,Senapati,114024.0,22690.775999999998,836.176,27555.8,5478.0,1157.684,32.868,1782.176
371,Manipur,Tamenglong,71946.0,13573.812000000002,2014.488,15924.048,12357.0,2253.0930000000003,428.37600000000003,3983.0730000000003
372,Manipur,Thoubal,197883.0,22096.935,3627.855,60486.237,114906.0,10264.936000000002,1991.7040000000002,36042.182
373,Manipur,Ukhrul,108252.0,25403.136000000002,1876.3680000000002,29011.536,17418.0,3274.584,243.852,5579.566
374,Meghalaya,East Garo Hills,188094.0,30659.322,2257.128,49719.513999999996,34554.0,4872.114,138.216,11137.906
375,Meghalaya,East Khasi Hills,318744.0,56205.192,9881.064000000002,47067.863999999994,326529.0,25578.105,2285.703,105468.86700000001
376,Meghalaya,Jaintia Hills,229638.0,35517.344,6429.8640000000005,33374.056,21513.0,1003.94,150.591,6891.331
377,Meghalaya,Ribhoi,173964.0,31255.532000000003,3421.2920000000004,37170.308,17208.0,1955.976,177.816,5242.704000000001
378,Meghalaya,South Garo Hills,107790.0,18396.16,1437.2,22779.62,11139.0,1555.7469999999998,100.251,3245.1620000000003
379,Meghalaya,West Garo Hills,418053.0,68281.99,7664.305,78454.613,55782.0,6340.554,1171.422,17459.766
380,Meghalaya,West Khasi Hills,224496.0,41980.75200000001,6884.544,30531.456,36897.0,5755.932,565.754,11130.595000000001
381,Mizoram,Aizawl,61710.0,7117.22,349.69,20035.18,241023.0,13336.606000000002,562.387,79778.613
382,Mizoram,Champhai,55185.0,8866.390000000001,882.96,17456.855,38151.0,5646.348,190.755,12386.358000000002
383,Mizoram,Kolasib,29007.0,4554.099,212.71800000000002,9253.233,37521.0,4815.195,300.168,12081.761999999999
384,Mizoram,Lawngtlai,65979.0,10930.521,1143.6360000000002,13305.765,15819.0,1824.458,84.368,5183.3589999999995
385,Mizoram,Lunglei,64437.0,10696.542,837.681,17290.595,51945.0,4640.42,138.52,16830.18
386,Mizoram,Mamit,50178.0,8312.822,986.8340000000001,13899.305999999999,12387.0,883.606,41.29,4075.323
387,Mizoram,Saiha,21129.0,2281.9320000000002,366.23600000000005,6127.41,17352.0,1660.0079999999998,133.032,5645.184
388,Mizoram,Serchhip,22416.0,3885.44,463.264,7203.008000000001,24054.0,3736.3880000000004,769.7280000000001,7969.892000000001
389,Nagaland,Dimapur,147348.0,21954.852,1571.712,44990.255999999994,188559.0,21747.138000000003,1319.913,60841.704
390,Nagaland,Kiphire,48096.0,9170.304000000002,160.32,5867.7119999999995,12870.0,1192.6200000000001,17.16,4088.37
391,Nagaland,Kohima,95535.0,10699.92,191.07,16623.09,132765.0,14117.345000000001,840.845,40714.6
392,Nagaland,Longleng,38058.0,8385.445999999998,279.09200000000004,8753.34,7353.0,1561.287,137.25599999999997,1855.407
393,Nagaland,Mokokchung,112608.0,12799.776000000002,187.68,36147.168,53226.0,5854.860000000001,124.19399999999999,17475.87
394,Nagaland,Mon,130821.0,27908.48,610.4979999999999,27341.589,22245.0,3611.1050000000005,415.23999999999995,6984.93
395,Nagaland,Peren,60612.0,10708.12,181.836,15577.283999999998,12219.0,2488.603,85.533,3783.817
396,Nagaland,Phek,116709.0,21163.232,933.672,29332.862,21885.0,2837.755,29.18,6828.12
397,Nagaland,Tuensang,122070.0,22379.5,1383.46,20263.62,28353.0,5094.089,292.981,8392.488
398,Nagaland,Wokha,115497.0,19865.484,384.99,22906.905,24510.0,1772.89,16.34,7900.39
399,Nagaland,Zunheboto,93801.0,13820.014000000001,531.539,22418.439000000002,18132.0,2181.884,12.088000000000001,5705.536
400,Orissa,Anugul,1021230.0,219224.04,40849.2,56848.469999999994,222531.0,28780.675999999996,4895.682,47473.28
401,Orissa,Balangir,1430310.0,327064.22,33373.9,48153.77,186576.0,29168.048,4229.0560000000005,36133.551999999996
402,Orissa,Baleshwar,1803462.0,373316.634,69733.864,136461.95799999998,247320.0,34789.68,5935.68,56059.200000000004
403,Orissa,Bargarh,1234698.0,275337.65400000004,34983.11,50622.618,142185.0,22133.465,2227.565,25688.09
404,Orissa,Baudh,394131.0,98664.12699999998,6174.719,11823.93,19731.0,3689.6970000000006,355.158,3374.001
405,Orissa,Bhadrak,1121586.0,240393.266,33273.718,59817.92,162732.0,28586.588,4014.0560000000005,28098.392
406,Orissa,Cuttack,1738587.0,318740.95,58532.429,129814.49599999998,632304.0,77141.088,13489.152,164399.04
407,Orissa,Debagarh,274224.0,68556.0,12248.672,5393.072,22050.0,4579.05,404.25,3770.55
408,Orissa,Dhenkanal,946170.0,206580.45,36269.85,44785.38,110937.0,15457.222,2810.404,22113.442
409,Orissa,Gajapati,456285.0,101903.65000000001,8973.605000000001,19316.065,69150.0,9381.35,1152.5,13069.350000000002
410,Orissa,Ganjam,2386428.0,490013.216,75570.22,151935.916,659754.0,87747.28199999999,11435.736,143606.454
411,Orissa,Jagatsinghapur,929055.0,177449.50499999998,21987.635,68440.385,129141.0,24622.884000000002,1592.7390000000003,19285.055999999997
412,Orissa,Jajapur,1486833.0,286463.158,72359.20599999999,98626.58899999999,136584.0,19531.512,3186.9600000000005,27863.136
413,Orissa,Jharsuguda,309672.0,73805.16,6090.216,9703.056,221886.0,33652.71,4141.871999999999,39643.632000000005
414,Orissa,Kalahandi,1369008.0,320804.208,42895.584,37419.551999999996,115236.0,18360.935999999998,2650.4280000000003,22586.255999999998
415,Orissa,Kandhamal,655338.0,150290.848,14417.436000000002,13762.098,73467.0,11387.385,1567.296,13836.284999999998
416,Orissa,Kendrapara,1244247.0,236406.93,31106.175,65530.342000000004,70482.0,10478.324,2067.472,13579.532
417,Orissa,Kendujhar,1471902.0,343443.8,42194.524,45628.96200000001,250992.0,40828.032,6442.128,42501.312
418,Orissa,Khordha,995502.0,207064.416,28205.890000000003,60725.621999999996,1070685.0,130623.56999999999,18201.645,273381.56999999995
419,Orissa,Koraput,1145367.0,250835.37300000002,20234.817,31306.697999999997,235017.0,30473.871,4386.9839999999995,50842.011
420,Orissa,Malkangiri,503652.0,112985.93199999999,12423.416000000001,10073.039999999999,47517.0,7238.423000000001,1330.476,7555.203
421,Orissa,Mayurbhanj,2067330.0,499604.75,59263.45999999999,103366.5,193437.0,28241.801999999996,5222.799,41266.56
422,Orissa,Nabarangapur,1028520.0,237588.12,15084.960000000001,19884.719999999998,88272.0,15123.936,1441.776,15712.416000000001
423,Orissa,Nayagarh,784938.0,168238.378,31920.811999999998,41601.714,80064.0,12943.68,2028.288,14891.903999999999
424,Orissa,Nuapada,591774.0,143801.08200000002,9468.384,25051.766,35607.0,6254.963000000001,771.485,5744.596
425,Orissa,Puri,1206042.0,257690.97399999996,45025.56799999999,62714.184,216630.0,33505.439999999995,4188.179999999999,52929.93
426,Orissa,Rayagada,712029.0,165428.07100000003,13528.551000000001,15664.638,147615.0,17615.39,2115.815,29769.024999999998
427,Orissa,Sambalpur,662091.0,153825.809,17214.365999999998,18979.942,284394.0,39056.776000000005,4929.496,56404.81
428,Orissa,Subarnapur,530781.0,130925.98,12738.744,13977.233,49725.0,10177.05,961.3499999999999,6464.25
429,Orissa,Sundargarh,1163733.0,294424.449,22498.838,32584.524,690453.0,107940.81899999999,10126.644,150748.905
430,Pondicherry,Karaikal,106854.0,13107.423999999999,747.9780000000001,16954.168,101145.0,7080.15,404.58,25083.960000000003
431,Pondicherry,Mahe,0.0,0.0,0.0,0.0,24220.0,1913.38,133.21,11843.58
432,Pondicherry,Pondicherry,261888.0,27847.424,2269.6960000000004,31251.967999999997,611223.0,38710.79,2444.892,168086.32499999998
433,Pondicherry,Yanam,0.0,0.0,0.0,0.0,31038.0,2389.926,108.633,12710.061000000002
434,Punjab,Amritsar,826431.0,152063.304,21487.206,167490.016,1156428.0,163827.3,20815.704,360034.58400000003
435,Punjab,Barnala,307731.0,50980.76900000001,6667.505,82266.754,162666.0,22231.02,3199.0980000000004,48908.244
436,Punjab,Bathinda,654477.0,111479.249,16143.766000000001,183908.03699999998,412689.0,44570.412000000004,7428.402000000001,128071.15299999999
437,Punjab,Faridkot,299838.0,48973.54,7695.842,80056.746,176751.0,23802.467999999997,4772.277,54674.975999999995
438,Punjab,Fatehgarh Sahib,352677.0,45965.569,7523.776,96986.17499999999,172011.0,20239.961,2580.165,53839.44300000001
439,Punjab,Firozpur,1045566.0,177397.698,37640.376000000004,232115.65199999997,461604.0,63239.74800000001,10924.627999999999,139558.276
440,Punjab,Gurdaspur,1262580.0,207904.84,37877.4,210850.86,556464.0,76235.568,9645.376,158777.728
441,Punjab,Hoshiarpur,1268019.0,173295.93,27473.745000000003,240923.61,385776.0,44107.056,6301.008,114318.288
442,Punjab,Jalandhar,991017.0,154268.313,20481.018,251057.64,1133373.0,143938.371,18133.968,361923.778
